,Corpus,Clean,UniqueClean
59,      R SQL Machine Learning,r sql machine,r sql machine
60," MS or PhD in Engineering, Computer Science, Physics, Operations Research, Statistics, or a related field 5+ years data science industry experience 3+ years running predictive models in production quality live systems 2+ years hands on experience with petabyte-processing-capable technologies such as Spark or Hadoop      ",ms phd engineering computer science physics operations research statistics data science industry running predictive models production live systems hands petabyteprocessingcapable technologies spark hadoop,ms phd engineering computer science physics operations research statistics data industry running predictive models production live systems hands petabyteprocessingcapable technologies spark hadoop
61," Minimum two years of experience in statistical modeling and analytics required.  Prior experience in developing healthcare predictive models preferred.  Previous experience performing analytics for acute or ambulatory care environment preferred.  Acute understanding of predictive analytics and machine learning approaches  classification, clustering, regression  Demonstrated ability to understand and interpret complex statistical models for healthcare data   Intermediate to advanced Microsoft Excel skills  Nested functions, Macros   Familiarity with statistical packages  SAS, R, etc.   and BI Tools  Tableau, Business Objects  Expert level data analytics experience with T-SQL and Tableau.   Strong data mining, statistical modeling, and algorithmic development  Knowledge of data marts and database development tools  Database management & programming  SQL   Strong knowledge of research methodologies and design   Bachelorâs degree in Business, Public Health, Statistics, Computer Science, Data Science, Engineering, or related field required.  Masterâs degree in Analytics, Statistics, or Data Science preferred.  ",minimum two statistical modeling analytics prior developing healthcare predictive models previous performing analytics acute ambulatory care acute understanding predictive analytics machine approaches classification clustering regression demonstrated understand interpret complex statistical models healthcare data intermediate advanced microsoft excel nested functions macros familiarity statistical packages sas r bi tools tableau business objects expert level data analytics tsql tableau data mining statistical modeling algorithmic development data marts database development tools database management programming sql research methodologies design bachelors degree business public health statistics computer science data science engineering masters degree analytics statistics data science,minimum two statistical modeling analytics prior developing healthcare predictive models previous performing acute ambulatory care understanding machine approaches classification clustering regression demonstrated understand interpret complex data intermediate advanced microsoft excel nested functions macros familiarity packages sas r bi tools tableau business objects expert level tsql mining algorithmic development marts database management programming sql research methodologies design bachelors degree public health statistics computer science engineering masters
62,"Bachelor's degree in Accounting, Business, Finance or other Business-related field     ",bachelors degree accounting business finance businessrelated,bachelors degree accounting business finance businessrelated
63,"   Build algorithms applying statistical and machine learning techniques to customize user experiences and support decision-making processes.  Work closely with product, data, and engineering teams to ensure data collection, integrate diverse data sources, and identify inputs for the companyâs algorithms.  Build proof of concepts using data and establish baseline predictions.  Work with mobile and platform engineers to integrate algorithms into the app portfolio.  Iterate and work with the product to create in-app A/B experiments.  Work with data engineering team to complete and expand our data model for fitness-oriented apps and identify inputs for data-driven app features.  Work with product engineers and platform teams to integrate features into fitness apps and improve retention rates.  Frame, implement and analyze experiments and provide business implications to business stakeholders.  Communicate Key Performance Indicators  KPIs  and insights by delivering dashboards, presentations, and business reports.    Masterâs degree in Data Science, Statistics or a related field and two years in the job offered or two years data analysis experience.  Experience must include two years each of the following  analyzing and optimizing advertising campaign and revenue metrics using platforms such as Tableau and Domo; building and presenting reports on campaign performance to external clients; analyzing data and identifying market opportunities for growth; working with digital advertising products such as Google Adwords, Criteo, or Tapjoy; and forecasting growth of business metrics.  Experience must include one year each of the following  A/B testing methodology; designing or automating functional processes; educating business stakeholders on technical processes/concepts.  Experience may be gained concurrently. ",build algorithms applying statistical machine techniques customize user experiences support decisionmaking processes closely product data engineering teams data collection integrate diverse data sources identify inputs companys algorithms build proof concepts data establish baseline predictions mobile platform engineers integrate algorithms app portfolio iterate product create inapp ab experiments data engineering team complete expand data model fitnessoriented apps identify inputs datadriven app features product engineers platform teams integrate features fitness apps improve retention rates frame implement analyze experiments business implications business stakeholders communicate key performance indicators kpis insights delivering dashboards presentations business reports masters degree data science statistics two job offered two data analysis must include two following analyzing optimizing advertising campaign revenue metrics platforms tableau domo building presenting reports campaign performance external clients analyzing data identifying market opportunities growth digital advertising products google adwords criteo tapjoy forecasting growth business metrics must include one year following ab testing methodology designing automating functional processes educating business stakeholders technical processesconcepts may gained concurrently,build algorithms applying statistical machine techniques customize user experiences support decisionmaking processes closely product data engineering teams collection integrate diverse sources identify inputs companys proof concepts establish baseline predictions mobile platform engineers app portfolio iterate create inapp ab experiments team complete expand model fitnessoriented apps datadriven features fitness improve retention rates frame implement analyze business implications stakeholders communicate key performance indicators kpis insights delivering dashboards presentations reports masters degree science statistics two job offered analysis must include following analyzing optimizing advertising campaign revenue metrics platforms tableau domo building presenting external clients identifying market opportunities growth digital products google adwords criteo tapjoy forecasting one year testing methodology designing automating functional educating technical processesconcepts may gained concurrently
64,"Bachelor's degree, MBA or Master's degree in quantitative studies preferred.  The equivalent combination of education, training and work experience may be suitable 3-6 years of work experience in a quantitative business environment    Has a combination of deep and sophisticated advanced analytical expertise, digital media math expert, a strategic and technical mindset, and project management proficiency, together with a real passion for building new capabilities and teams Can creatively structure ambiguous problems, own and drive projects from start to finish, apply sound business discernment, and communicate complex information effectively Has a sincere curious nature, desire to dive deep in the numbers to discover context and make the business case, and goes beyond usual approaches to solve problems and seize opportunities  ",bachelors degree mba masters degree quantitative combination education training may suitable quantitative business combination deep sophisticated advanced analytical expertise digital media math expert strategic technical mindset project management proficiency together real passion building capabilities teams creatively structure ambiguous problems drive projects start finish apply sound business discernment communicate complex information effectively sincere curious nature desire dive deep numbers discover context make business case goes beyond usual approaches solve problems seize opportunities,bachelors degree mba masters quantitative combination education training may suitable business deep sophisticated advanced analytical expertise digital media math expert strategic technical mindset project management proficiency together real passion building capabilities teams creatively structure ambiguous problems drive projects start finish apply sound discernment communicate complex information effectively sincere curious nature desire dive numbers discover context make case goes beyond usual approaches solve seize opportunities
65,"Advanced degree in Statistics, Math, Computer Science, Engineering or other related discipline  Ph. D.  preferred  Minimum of 5 years of experience specifically in statistical/data analysis and data mining, predictive modeling, machine learning, optimization Excellent communication, influencing, consulting and conflict management skills Demonstrated project management and planning skills Advanced experience in SQL and Python Familiarity with Hadoop ecosystem  e. g.  Spark, Hive, Kafka, HBase, Oozie  Extensive experience in debugging and solving performance issues when taking care of terabytes of data Shown data transformation and manipulation experience Insurance/financial Services experience desired Experience with analysis of unstructured data desired Consistent track record of delivering innovative analytical insights to a variety of customers Strong dedication to interpersonal success and teamwork Adaptable and open to change with strong collaboration and presentation skills Familiarity with Agile methodologies    Develop and implement analytics enabled solutions to improve business processes, to generate insights, to support business goals, and to influence strategy Lead, manage and deliver advanced analytics solutions through consulting type engagements with internal business clients Independently provides analysis on datasets of significant complexity Perform requirement analysis with business area  understand business problem and generate hypotheses  Build, test, deploy, and improve models Calculate model impact/return on investment and communicate value to partners Implement measurement and documentation framework against all project work Generate insights for businesses so that they clearly recognize the quantifiable value considering trade-offs between and among choices Enable those who are not professional data analysts to effectively interpret data through effective communication of results and analytics outcomes Provide thought leadership around analytics methodology, tools, and measurement Innovate and find creative ways to source data to support modeling efforts, utilizing structured and unstructured data using Big Data technologies Stays current on the latest advancements in data science techniques, new big data technologies, and the best strategies Peer review other Data Scientistsâ work  ",advanced degree statistics math computer science engineering discipline ph minimum specifically statisticaldata analysis data mining predictive modeling machine optimization communication influencing consulting conflict management demonstrated project management planning advanced sql python familiarity hadoop ecosystem e g spark hive kafka hbase oozie extensive debugging solving performance issues taking care terabytes data shown data transformation manipulation insurancefinancial services desired analysis unstructured data desired consistent track record delivering innovative analytical insights variety customers dedication interpersonal success teamwork adaptable open change collaboration presentation familiarity agile methodologies develop implement analytics enabled solutions improve business processes generate insights support business goals influence strategy lead manage deliver advanced analytics solutions consulting type engagements internal business clients independently provides analysis datasets significant complexity perform requirement analysis business area understand business problem generate hypotheses build test deploy improve models calculate model impactreturn investment communicate value partners implement measurement documentation framework project generate insights businesses clearly recognize quantifiable value considering tradeoffs among choices enable professional data analysts effectively interpret data effective communication results analytics outcomes thought leadership around analytics methodology tools measurement innovate find creative ways source data support modeling efforts utilizing structured unstructured data big data technologies stays current latest advancements data science techniques big data technologies best strategies peer review data scientists,advanced degree statistics math computer science engineering discipline ph minimum specifically statisticaldata analysis data mining predictive modeling machine optimization communication influencing consulting conflict management demonstrated project planning sql python familiarity hadoop ecosystem e g spark hive kafka hbase oozie extensive debugging solving performance issues taking care terabytes shown transformation manipulation insurancefinancial services desired unstructured consistent track record delivering innovative analytical insights variety customers dedication interpersonal success teamwork adaptable open change collaboration presentation agile methodologies develop implement analytics enabled solutions improve business processes generate support goals influence strategy lead manage deliver type engagements internal clients independently provides datasets significant complexity perform requirement area understand problem hypotheses build test deploy models calculate model impactreturn investment communicate value partners measurement documentation framework businesses clearly recognize quantifiable considering tradeoffs among choices enable professional analysts effectively interpret effective results outcomes thought leadership around methodology tools innovate find creative ways source efforts utilizing structured big technologies stays current latest advancements techniques best strategies peer review scientists
66," Ph. D.  or Masterâs Degree in a quantitative discipline  Statistics, Applied Mathematics, Computer Science, etc.   3+ plus years developing of probabilistic models, data mining, and machine learning algorithms including real world experience in model development validation and testing and implementation Expert in data analysis using Python, R, SQL or SAS Strong data engineering, and data management expertise with demonstrated data transformation and manipulation experience Knowledge of big data system, NoSQL systems, Hadoop/map-reduce, Spark, Hbase, etc Strong commitment to organizational success and team work Demonstrated ability to exchange ideas and convey complex information clearly and concisely Experience in sales, distribution, and/or marketing modeling desirable - financial services industry experience preferred   Lead technical projects with high impact on sales growth, business profitability, client retention and customer satisfaction Lead complex data mining projects from creation, evaluation, testing and continuously improving using machine learning, and other modeling concepts Innovate & find creative ways to source & use data to support modeling efforts, utilizing structured & unstructured data, and big data technologies.  Handle data sets from disparate sources using appropriate engineering methodologies, computational frameworks and systems Work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas.  Provide expertise on analytics concepts for the broader advanced analytics group, and inspire the adoption of advanced analytics, data engineering and data science across the organization  ",ph masters degree quantitative discipline statistics applied mathematics computer science plus developing probabilistic models data mining machine algorithms real world model development validation testing implementation expert data analysis python r sql sas data engineering data management expertise demonstrated data transformation manipulation big data nosql systems hadoopmapreduce spark hbase commitment organizational success team demonstrated exchange ideas convey complex information clearly concisely sales distribution andor marketing modeling desirable financial services industry lead technical projects impact sales growth business profitability client retention customer satisfaction lead complex data mining projects creation evaluation testing continuously improving machine modeling concepts innovate find creative ways source use data support modeling efforts utilizing structured unstructured data big data technologies handle data sets disparate sources appropriate engineering methodologies computational frameworks systems crossfunctional team members identify prioritize actionable highimpact insights across variety core business areas expertise analytics concepts broader advanced analytics group inspire adoption advanced analytics data engineering data science across organization,ph masters degree quantitative discipline statistics applied mathematics computer science plus developing probabilistic models data mining machine algorithms real world model development validation testing implementation expert analysis python r sql sas engineering management expertise demonstrated transformation manipulation big nosql systems hadoopmapreduce spark hbase commitment organizational success team exchange ideas convey complex information clearly concisely sales distribution andor marketing modeling desirable financial services industry lead technical projects impact growth business profitability client retention customer satisfaction creation evaluation continuously improving concepts innovate find creative ways source use support efforts utilizing structured unstructured technologies handle sets disparate sources appropriate methodologies computational frameworks crossfunctional members identify prioritize actionable highimpact insights across variety core areas analytics broader advanced group inspire adoption organization
67,"      2 years of experience working with programming languages and concepts.  2 years of experience with data warehouse, data transformation, and maintaining and troubleshooting data infrastructure.  2 years of experience of business value chain and customer Lifecycle for projects.  2 years of experience working with predictive analytics models such as Neural Networks, Clustering, General Linear Models. ",programming languages concepts data warehouse data transformation maintaining troubleshooting data infrastructure business value chain customer lifecycle projects predictive analytics models neural networks clustering general linear models,programming languages concepts data warehouse transformation maintaining troubleshooting infrastructure business value chain customer lifecycle projects predictive analytics models neural networks clustering general linear
68,"      Minimum Bachelorâs degree in quantitative discipline with 2 years of applicable experience or a combination of education and experience.  Experience with programming languages and concepts  e. g.  SQL, C, SAS, SPSS, R  different modules  or Python, JAVA  Applied understanding of programming, exploratory data analysis, data wrangling, model production, data visualization, and insight generation with a deep understanding of stats and machine learning Advanced knowledge of data visualization tools such as Tableau, QlikView, PowerBI Strong experience of data transformation to support BI Reporting Strong knowledge of the business value chain and customer lifecycle for the projects they are supporting Understands company culture, cooperation and information sharing within the company Striving for innovation Establishes internal network and uses the network of more senior data scientists, develops external network of contacts to support work Has fundamental understanding of the business and ability to navigate through complex matrixed network and ask the right questions Considers diverse perspectives to build support of own ideas Identify and promote best strategies within the team and share technical expertise with others Knows how their project supports broader business strategy, including the core drivers of the business line Some ability to construct systematic process to implement analytics insights and solutions, this includes  but not limited to  ",minimum bachelors degree quantitative discipline applicable combination education programming languages concepts e g sql c sas spss r different modules python java applied understanding programming exploratory data analysis data wrangling model production data visualization insight generation deep understanding stats machine advanced data visualization tools tableau qlikview powerbi data transformation support bi reporting business value chain customer lifecycle projects supporting understands company culture cooperation information sharing within company striving innovation establishes internal network uses network senior data scientists develops external network contacts support fundamental understanding business navigate complex matrixed network ask right questions considers diverse perspectives build support ideas identify promote best strategies within team share technical expertise others knows project supports broader business strategy core drivers business line construct systematic process implement analytics insights solutions includes limited,minimum bachelors degree quantitative discipline applicable combination education programming languages concepts e g sql c sas spss r different modules python java applied understanding exploratory data analysis wrangling model production visualization insight generation deep stats machine advanced tools tableau qlikview powerbi transformation support bi reporting business value chain customer lifecycle projects supporting understands company culture cooperation information sharing within striving innovation establishes internal network uses senior scientists develops external contacts fundamental navigate complex matrixed ask right questions considers diverse perspectives build ideas identify promote best strategies team share technical expertise others knows project supports broader strategy core drivers line construct systematic process implement analytics insights solutions includes limited
69,"Bachelorâs Degree in Information Technology, Information Systems Security, Cybersecurity, or related field     ",bachelors degree information technology information systems security cybersecurity,bachelors degree information technology systems security cybersecurity
70,"A minimum of 7 years of professional post-graduate experience in constructing, validating, and executing modeling and optimization solutions. Experience in translating business problems across disciplines into advanced analytic projects with measurable business value. Experience with theoretical modeling approaches and matching analytic modeling approaches to a wide range of business applicationsFluent and recent hands-on experiences in R, Python, SAS, etc.  Experience with computer development languages  Java, C++ . Experience deploying capabilities across a wide range of business disciplines. Demonstrated effective project management and time management skills. A strong curiosity to explore and uncover hidden relationships in data, and a proactive desire to translate findings into actionable business insights. Familiarity with navigating in both a relational  Teradata-based  and non-relational  Hadoop  environment.      ",minimum professional postgraduate constructing validating executing modeling optimization solutions translating business problems across disciplines advanced analytic projects measurable business value theoretical modeling approaches matching analytic modeling approaches wide range business applicationsfluent recent handson experiences r python sas computer development languages java c deploying capabilities across wide range business disciplines demonstrated effective project management time management curiosity explore uncover hidden relationships data proactive desire translate findings actionable business insights familiarity navigating relational teradatabased nonrelational hadoop,minimum professional postgraduate constructing validating executing modeling optimization solutions translating business problems across disciplines advanced analytic projects measurable value theoretical approaches matching wide range applicationsfluent recent handson experiences r python sas computer development languages java c deploying capabilities demonstrated effective project management time curiosity explore uncover hidden relationships data proactive desire translate findings actionable insights familiarity navigating relational teradatabased nonrelational hadoop
71," High levels of curiosity, creativity, and problem solving capabilities Experience with Python Experience with R Strong understanding of machine learning fundamentals Ability to work both independently and collaboratively with a team Experience working in AWS environment Educational background in data science or equivalent mastery    Experience with deep learning Experience with imagery processing Experience with geospatial Python libraries    ",levels curiosity creativity problem solving capabilities python r understanding machine fundamentals independently collaboratively team aws educational background data science mastery deep imagery processing geospatial python libraries,levels curiosity creativity problem solving capabilities python r understanding machine fundamentals independently collaboratively team aws educational background data science mastery deep imagery processing geospatial libraries
72," Three or more years professional data analysis experience Experience with machine learning and big data tools and techniques for working with structured data.  Examples of tools might include SageMaker, Hadoop, Python packages like scikit learn, numpy, pandas, pyplot, etc.  But experience with these specific tools is not required.  Experience using statistical methods, and familiarity with their underlying purpose to analyze data Familiarity with a scripting language like Python, and package libraries Familiarity with Git/GitHub Familiarity working in an Agile/Scrum development process Comfortable working on the command line Detail oriented, with the drive and determination to see projects through to completion    Experience with Amazon Web Services tools like the awscli, and services like SageMaker, EMR, or other tools useful for data analysis.  Have a desire to join in spirited discussions about anything technical!    ",three professional data analysis machine big data tools techniques structured data examples tools might include sagemaker hadoop python packages like scikit learn numpy pandas pyplot specific tools statistical methods familiarity underlying purpose analyze data familiarity scripting language like python package libraries familiarity gitgithub familiarity agilescrum development process comfortable command line detail oriented drive determination see projects completion amazon web services tools like awscli services like sagemaker emr tools useful data analysis desire join spirited discussions anything technical,three professional data analysis machine big tools techniques structured examples might include sagemaker hadoop python packages like scikit learn numpy pandas pyplot specific statistical methods familiarity underlying purpose analyze scripting language package libraries gitgithub agilescrum development process comfortable command line detail oriented drive determination see projects completion amazon web services awscli emr useful desire join spirited discussions anything technical
73," Minimum of 15 years of technology architecture experience Minimum of 7 years of experience in data architecture and technology Minimum of 5 years of experience in architecture of modern data platforms using technologies such as Big Data and Cloud Minimum 5 years of management consulting experience Experienced in architecting Data Management solutions with capabilities, such as â Data Ingestion, Data Curation, Metadata and Catalog, Data Security, Data Modeling, Data Wrangling Experienced in architecting and developing Data Warehousing / BI / Reporting solutions using platforms and technologies such as Hadoop, Teradata, Netezza, Greenplum, MapReduce, Spark, etc.  Strong understanding of modern data ingestion/curation/wrangling tools/technologies such as Informatica suite  BDM, EDC, BDQ, PowerExchange, PowerCenter, etc.  , Talend suite, Alteryx, Streamsets, Attunity, BI tools such as Tableau/Qlikview Understanding of BI/Reporting, Advanced Analytics, Data Science, AI/ML and Self-Service solutions through to warehouse design, sourcing and logical data models Strong in building data lifecycle management solutions including Data Lake, Data Warehouse, Data Marts, ODS, ELT and ETL, Stream/real-time/Batch processing, CDC, etc.  Deep technical expertise with Big Data and Cloud technologies such as Hortonworks, Cloudera, AWS, MS Azure, Google Cloud, Visualization Tools, NoSQL, Graph databases Understanding of different data modeling techniques such as Relational modeling, Dimensional modeling, Data Vault, etc.  Strong communication, presentation, written and facilitation skills Superior critical thinking, analytical and problem-solving skills Ability to interface with client at any level, executive to engineer Bachelors Degree or 12 years of professional experience Able to travel 100%  Monday to Thursday     Work with the Business and IT stakeholders to understand their vision and challenges Conduct a detailed assessment of data landscape including data platforms, technology architecture, data flows, data consumption, data integration and document current state Understand pain points in current state Develop future state architecture and process/data flows to realize the modern data strategy Architect modern data supply chain and evaluate and recommend new tools and technologies Guide decisioning of cloud vs on-premise environments and assist with cloud service provider selection Document and present data strategy to clients, gain buy in, and grow strategic relationships Assist in development of capability roadmap Participate in setting objectives, scope and develop a roadmap for the data initiatives that support the client leadership in meeting their objectives Own the technical relationship with the client, be a technical subject matter expert and principle data evangelist across the planning effort that intersect the data discipline Educate clients and internal constituents on the available technologies and general best practices Help building a team by mentoring junior practitioners as they build complex strategy and solutions Provide specialized expertise, cross-industry perspective, and Thought Leadership in Big Data, Cloud, EIM and other Next Generation technology offerings Provide pre-sales support across clients  ",minimum technology architecture minimum data architecture technology minimum architecture modern data platforms technologies big data cloud minimum management consulting experienced architecting data management solutions capabilities data ingestion data curation metadata catalog data security data modeling data wrangling experienced architecting developing data warehousing bi reporting solutions platforms technologies hadoop teradata netezza greenplum mapreduce spark understanding modern data ingestioncurationwrangling toolstechnologies informatica suite bdm edc bdq powerexchange powercenter talend suite alteryx streamsets attunity bi tools tableauqlikview understanding bireporting advanced analytics data science aiml selfservice solutions warehouse design sourcing logical data models building data lifecycle management solutions data lake data warehouse data marts ods elt etl streamrealtimebatch processing cdc deep technical expertise big data cloud technologies hortonworks cloudera aws ms azure google cloud visualization tools nosql graph databases understanding different data modeling techniques relational modeling dimensional modeling data vault communication presentation written facilitation superior critical thinking analytical problemsolving interface client level executive engineer bachelors degree professional able travel monday thursday business stakeholders understand vision challenges conduct detailed assessment data landscape data platforms technology architecture data flows data consumption data integration document current state understand pain points current state develop future state architecture processdata flows realize modern data strategy architect modern data supply chain evaluate recommend tools technologies guide decisioning cloud vs onpremise environments assist cloud service provider selection document present data strategy clients gain buy grow strategic relationships assist development capability roadmap participate setting objectives scope develop roadmap data initiatives support client leadership meeting objectives technical relationship client technical subject matter expert principle data evangelist across planning effort intersect data discipline educate clients internal constituents available technologies general best practices help building team mentoring junior practitioners build complex strategy solutions specialized expertise crossindustry perspective thought leadership big data cloud eim next generation technology offerings presales support across clients,minimum technology architecture data modern platforms technologies big cloud management consulting experienced architecting solutions capabilities ingestion curation metadata catalog security modeling wrangling developing warehousing bi reporting hadoop teradata netezza greenplum mapreduce spark understanding ingestioncurationwrangling toolstechnologies informatica suite bdm edc bdq powerexchange powercenter talend alteryx streamsets attunity tools tableauqlikview bireporting advanced analytics science aiml selfservice warehouse design sourcing logical models building lifecycle lake marts ods elt etl streamrealtimebatch processing cdc deep technical expertise hortonworks cloudera aws ms azure google visualization nosql graph databases different techniques relational dimensional vault communication presentation written facilitation superior critical thinking analytical problemsolving interface client level executive engineer bachelors degree professional able travel monday thursday business stakeholders understand vision challenges conduct detailed assessment landscape flows consumption integration document current state pain points develop future processdata realize strategy architect supply chain evaluate recommend guide decisioning vs onpremise environments assist service provider selection present clients gain buy grow strategic relationships development capability roadmap participate setting objectives scope initiatives support leadership meeting relationship subject matter expert principle evangelist across planning effort intersect discipline educate internal constituents available general best practices help team mentoring junior practitioners build complex specialized crossindustry perspective thought eim next generation offerings presales
74,"Bachelor's degree Enrolled in a graduate program of study as a full-time student GPA of at least 3. 0 on a 4-point scale Expertise in working with data using a combination of mathematics, computation, or visualization and interaction Experience through thesis research, internships, or work experience in a science, technology, engineering or mathematics  STEM  related field, such as  Computational social science Computer science Data analytics Economics Engineering Geospatial analysis Mathematics Operations research Physics Quantitative finance Statistics Availability to work at least one 90-day tour prior to graduation Attending school on a full-time basis before/following this internship Creativity Initiative Integrity Leadership abilities Problem solving skills Ability to work in a diverse team environment      ",bachelors degree enrolled graduate program study fulltime student gpa least point scale expertise data combination mathematics computation visualization interaction thesis research internships science technology engineering mathematics stem computational social science computer science data analytics economics engineering geospatial analysis mathematics operations research physics quantitative finance statistics availability least one day tour prior graduation attending school fulltime basis beforefollowing internship creativity initiative integrity leadership abilities problem solving diverse team,bachelors degree enrolled graduate program study fulltime student gpa least point scale expertise data combination mathematics computation visualization interaction thesis research internships science technology engineering stem computational social computer analytics economics geospatial analysis operations physics quantitative finance statistics availability one day tour prior graduation attending school basis beforefollowing internship creativity initiative integrity leadership abilities problem solving diverse team
75,"     Advanced Degree s  in mathematics and/or computer science, or at least four years of relevant experience Previous work experience a big plus, especially R experience Experience with a range of data science techniques including clustering, machine learning, natural language processing, and network analysis Enthusiasm for learning new techniques and technologies to solve hard problems ",advanced degree mathematics andor computer science least four relevant previous big plus especially r range data science techniques clustering machine natural language processing network analysis enthusiasm techniques technologies solve hard problems,advanced degree mathematics andor computer science least four relevant previous big plus especially r range data techniques clustering machine natural language processing network analysis enthusiasm technologies solve hard problems
76," 5+ years experience in machine learning or data science building production models Experience building systems that leverage big data technologies  e. g. , Spark SQL, Kafka, NSQ  Experienced Python machine learning programmer  e. g. , Jupyter, scikit-learn, matplotlib etc.   Experience in building and optimizing advanced AI algorithms such as neural networks, contextual bandits, and online versions of classification and regression approaches Experience in data visualization and storytelling with data Creative thinker and problem solver with combination of tenacity and strong work ethic Highly collaborative, open to giving and receiving feedback, and working as a member of an agile team Strong communication skills -- able to work effectively with technical and non-technical teammates     Build and own machine learning and optimization models using cutting-edge AI techniques such as online learning, reinforcement learning, computer vision, and neural networks.  Partner with engineers to deploy machine learning directly into our client-facing platform; including co-owning the code base and leveraging agile and software design best practices Conduct research leveraging big data technologies that surface actionable insight that influence product roadmap Help provide mentorship and maintain relevancy on latest industry advances and keep MI ahead on the innovation curve Contribute positively to our dynamic environment and elevate the performance of others around   ",machine data science building production models building systems leverage big data technologies e g spark sql kafka nsq experienced python machine programmer e g jupyter scikitlearn matplotlib building optimizing advanced ai algorithms neural networks contextual bandits online versions classification regression approaches data visualization storytelling data creative thinker problem solver combination tenacity ethic highly collaborative open giving receiving feedback member agile team communication able effectively technical nontechnical teammates build machine optimization models cuttingedge ai techniques online reinforcement computer vision neural networks partner engineers deploy machine directly clientfacing platform coowning code base leveraging agile software design best practices conduct research leveraging big data technologies surface actionable insight influence product roadmap help mentorship maintain relevancy latest industry advances keep mi ahead innovation curve contribute positively dynamic elevate performance others around,machine data science building production models systems leverage big technologies e g spark sql kafka nsq experienced python programmer jupyter scikitlearn matplotlib optimizing advanced ai algorithms neural networks contextual bandits online versions classification regression approaches visualization storytelling creative thinker problem solver combination tenacity ethic highly collaborative open giving receiving feedback member agile team communication able effectively technical nontechnical teammates build optimization cuttingedge techniques reinforcement computer vision partner engineers deploy directly clientfacing platform coowning code base leveraging software design best practices conduct research surface actionable insight influence product roadmap help mentorship maintain relevancy latest industry advances keep mi ahead innovation curve contribute positively dynamic elevate performance others around
77," 7+ years of experience in Data Science, advanced analytics or similar experience in academia applying statistical methods  i. e. , parametric and non-parametric regression, time-series, panel data analysis, survival analysis, etc.   and machine learning techniques  i. e. , methods of supervised and unsupervised learning such as clustering, regression, classification, ensemble methods, etc.   5+ years of experience with data visualization techniques and concepts 3+ years of experience using relational databases and SQL 2+ years of end-to-end product management or related consulting work 1+ years of experience using cluster computing environments and Spark, Hive and/or Hadoop Advanced Degree  PhD preferred  with a specialization in Statistics, Computer Science, Data Science, Economics, Mathematics, Operations Research or other quantitative field or equivalent      7+ years of experience in Data Science, advanced analytics or similar experience in academia applying statistical methods  i. e. , parametric and non-parametric regression, time-series, panel data analysis, survival analysis, etc.   and machine learning techniques  i. e. , methods of supervised and unsupervised learning such as clustering, regression, classification, ensemble methods, etc.   5+ years of experience with data visualization techniques and concepts 3+ years of experience using relational databases and SQL 2+ years of end-to-end product management or related consulting work 1+ years of experience using cluster computing environments and Spark, Hive and/or Hadoop Advanced Degree  PhD preferred  with a specialization in Statistics, Computer Science, Data Science, Economics, Mathematics, Operations Research or other quantitative field or equivalent",data science advanced analytics similar academia applying statistical methods e parametric nonparametric regression timeseries panel data analysis survival analysis machine techniques e methods supervised unsupervised clustering regression classification ensemble methods data visualization techniques concepts relational databases sql endtoend product management consulting cluster computing environments spark hive andor hadoop advanced degree phd specialization statistics computer science data science economics mathematics operations research quantitative data science advanced analytics similar academia applying statistical methods e parametric nonparametric regression timeseries panel data analysis survival analysis machine techniques e methods supervised unsupervised clustering regression classification ensemble methods data visualization techniques concepts relational databases sql endtoend product management consulting cluster computing environments spark hive andor hadoop advanced degree phd specialization statistics computer science data science economics mathematics operations research quantitative,data science advanced analytics similar academia applying statistical methods e parametric nonparametric regression timeseries panel analysis survival machine techniques supervised unsupervised clustering classification ensemble visualization concepts relational databases sql endtoend product management consulting cluster computing environments spark hive andor hadoop degree phd specialization statistics computer economics mathematics operations research quantitative
