,Job_Title,Company1_Info,Company2_Info,Company3_Info,Location,Full_Description
112,Global Health Database Administrator,25 reviews,General Board of Global Ministries,General Board of Global Ministries,"Atlanta, GA 30314","INTRODUCTION:
Global Ministries’ vision of abundant health for all focuses on efforts to promote physical, emotional and spiritual well-being through programs in the United States and overseas. Global Health programs focus on assisting economically vulnerable communities to protect children and disadvantaged adults from preventable causes of death and disease. To do this, Global Ministries partners with thousands of communities and health workers through community-based health programs and provides support to more than 300 United Methodist hospitals and clinics. Global Ministries is also the lead agency for the UMC’s Abundant Health Initiative so it strives to prioritize programs that meet the needs of the marginalized.

JOB SUMMARY:
The Global Health Database Administrator will be responsible for the design and integration of a variety of heterogeneous public health information systems and databases necessary for sharing and the dissemination of global health information to stakeholders.

MAJOR ACCOUNTABILITIES
Formulating validation strategies and methods (i.e., system edits, reports, and audits) to ensure accurate and reliable health data.
Integrating and interpreting data from internal or external sources in order to provide analysis and/or reporting for clinical, financial, and operational processes.
Validating health program results through qualitative and quantitative analyses to confirm findings and provide recommendations based on analytical results to improve programmatic processes or outcomes.

Essential Job Functions
Design, evaluate and improve upon methods used to collect, process, analyze and integrate new and existing global health data sources for the global health unit
Develop queries and reports in GH databases as needed for case-based and/or program -based data for program reporting/communication needs
Utilize statistical programs to manage heath service data from a variety of data sources using relational databases
Develop data subsets as needed and conduct descriptive statistics/analyses for the purposes of improving data quality and usability for Global Health programs
Train Global Health staff and other global health partners on the use of online data submission and review systems
Provide expertise in the application of advanced data visualization methods for the presentation of global health service data
Performs other duties as assigned.

EDUCATION
Bachelor’s Degree or concentration in at least one of the following areas: Public Health, Health Policy, Statistics, Biostatistics, Bioinformatics and Epidemiology. Master’s degree will be an asset.

EXPERIENCE
Three (3) to four (4) years of experience using statistical software programs to perform data queries, management and analyses
Experience with using relational databases
Strong written and oral communication skills, with an emphasis on delivering technical information to a variety of audiences
Knowledge of public health/epidemiologic concepts and familiarity with surveillance data and programs

APPLICATION INSTRUCTIONS: Please attach your resume.
Experience
Required
3 year(s): Three (3) to four (4) years of experience using statistical software programs to perform data queries, management and analyses
Education
Preferred
Bachelors or better in Public Health or related field
Behaviors
Required
Team Player: Works well as a member of a group
Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well
Dedicated: Devoted to a task or purpose with loyalty or integrity"
113,Database Administrator,7 reviews,Frontend Arts,Frontend Arts,"Sunnyvale, CA","5+ years of experience in windows/ Linux systems administration in a large engineering or R&D environment
Administration of a RDBMS such as Oracle, MySQL, and/or PostgreSQL
Familiarity with various NoSQL solutions, experience with Cassandra a plus
Database replication, backup, and high-availability
Database performance and capacity analysis/tuning
Familiarity with Linux (RHEL/CentOS preferred)
Meaningful scripting experience in shell, Perl, Python, Ruby or other modern scripting language
Familiarity of configuration management tools (Puppet, Chef, or Ansible)
Deep understanding of database applications of NFS and NAS appliances (NetApp preferred)
Basic understanding of layer 2/layer 3 networking
Deep understanding of revision control systems (SVN, git, Perforce)
Software/tool compilation and installation
Relevant experience with monitoring systems such as Nagios, Zenoss, Sensu, Groundwork, and/or Splunk
LDAP experience (OpenLDAP, DSEE, OpenDirectory)
Must be analytical and possess strong organizational/problem-solving skills
Minimum Experience: 5 Yrs
Education:
Bachelor's Degree"
114,Database Administrator (Data Base Administrator V),,TEXAS EDUCATION AGENCY,TEXAS EDUCATION AGENCY,"Austin, TX 78701","Database Administrator (Data Base Administrator V) (00006043)

Organization: TEXAS EDUCATION AGENCY

Primary Location: Texas-Austin

Work Locations: Texas Education Agency 1701 NORTH CONGRESS AVENUE Austin 78701

Job: Computer and Mathematical

Employee Status: Regular

Schedule: Full-time

Standard Hours Per Week: 40.00

Travel: No

State Job Code: 0214

Salary Admin Plan: B

Grade: 26

Salary (Pay Basis): 5,784.58 - 8,703.48 (Monthly)

Number of Openings: 1

Overtime Status: Exempt

Job Posting: Aug 23, 2019, 12:29:47 PM

Closing Date: Ongoing

Description

MISSION: The Texas Education Agency (TEA) will improve outcomes for all public-school students in the state by providing leadership, guidance, and support to school systems.

POSITION OVERVIEW: Texas Education Agency (TEA) Information Technology resources are essential in supporting school administrators, teachers, and parents across the state of Texas. The Database Administrator performs highly complex database administration work that involves coordinating the planning, development, maintenance, performance tuning, monitoring and administration of integrated database systems; evaluating and reviewing database policies and procedures; and maintaining data integrity and security.

Please note that this role is a term position and is set to end two years from the selected candidate’s start date.

Applicants who are strongly being considered for employment must submit to a national criminal history background check.

Please note that a resume is a required attachment for applying to this position. Incomplete applications will not be considered.

Additionally, please be sure to respond to the short answer prompts found in the supplemental questions. These responses should be added in a separate Word or PDF document in the attachments section of the application.

ESSENTIAL FUNCTIONS:
Oversees, administers and performs the design, development, tuning and maintenance of Oracle and MSSQL databases, including structures, storage, backups, performance, security, and recovery.
Identifies and resolves database issues, perform database migrations, upgrades and data modeling activities.
Provides technical assistance for development of complex SQL, functions, stored procedures and triggers, develops database standards and procedure.
Plans for future data needs ensuring that needed capacity is available, evaluate new features and assist in database strategy and roadmaps.
Provides support for other database systems as needed and perform on-call or scheduled after hours work as required.

Qualifications

MINIMUM QUALIFICATIONS:

Education: Graduation from an accredited four-year college or university with major course work in computer science, management information systems, or a related discipline.


Experience: At least five (5) years of experience in database administration with a minimum of three (3) years of experience in Oracle database administration with Oracle 12c, and two (2) years of experience in SQL Server.

Substitutions: Each additional year of related experience above the required minimum may substitute for education on a year-for-year basis.

OTHER QUALIFICATIONS:
Experience with Oracle Exadata, SQL Server 2014 and above, Oracle and MSSQL encryption, container databases, baseline plans and performance tuning.
Experience in Unix shell scripting, Db2 on Linux / UNIX or Sybase database administration.
Demonstrated skill in using Oracle Enterprise Manager and SQL Server SSIS and SSRS.
Experience in Data Modeling and related tool set like ER Studio preferred.
Strong customer service mindset.
Knowledge of database standards, practices and techniques of database design and development, database structures and theories, current database technologies and data modeling principles.
Administration of Oracle and MSSQL database environment including design and maintenance of databases, creating and tuning complex SQL, stored procedures, views, and triggers, monitoring and analyzing database performance.
Experience implementing database security standards, analyzing SQL access plans and indexing, capacity planning and disaster recovery.
Ability to clearly communicate complex concepts, both verbally and in writing, to audiences with a wide range of backgrounds, knowledge and expertise.
Proven track record of managing and coordinating multiple activities in different projects, working with software vendors, outsourced system staff and application developers to provide database support.
Ability to work in a cube environment with potential for significant auditory distractions.
A desire to self-reflect, give/receive feedback and continuously improve.
Ability to engage in a collaborative, results-oriented team environment.

As an equal opportunity employer, we hire without consideration to race, religion, color, national origin, age, sex, disability, or veteran status, unless an applicant is entitled to the veteran’s preference.
Additional Military Crosswalk (occupational specialty code) information can be accessed here.
This position requires the applicant to meet Agency standards and criteria which may include passing a pre-employment criminal background check, prior to being offered employment by the Agency."
115,Jr. Database Administrator,CGI Veterans Jobs,CGI Veterans Jobs,CGI Veterans Jobs,"Baltimore, MD","Jr. Database Administrator
Log in
Share this
Find similar career opportunities
Jr. Database Administrator
Category: Database Administration
City: Baltimore, Maryland, United States
Position ID: J0819-0643
Employment Type: Full Time
Position Description:
CGI is seeking a talented Junior DBA with SQL Server experience to join our team. You will be instrumental in helping the CGI team deliver exceptional quality service to our client. Your attention to detail and positive attitude will be highly valued in this high profile position. If you are great with juggling different tasks and like working with smart, talented people, this is the place for you!
Your future duties and responsibilities:
Document database architecture.
Maintain/build database schemas, tables, views, and stored procedures.
Analyze and maintain performance requirements.
Monitor database systems
Database maintenance
Assist developers as needed
Create ad-hoc and standard reports
Communicate complex topics to team through both written and oral communications
Required qualifications to be successful in this role:
Experience in creating executive/summary level reports
Knowledge of best practices in data visualization and business intelligence including strong data features and capabilities and how that is implemented for business solutions
Excellent oral and written communication skills
SQL development background with experience in data mart / data warehouse environments
DESIRED QUALIFICATIONS
List items desired for the Candidate, but not required.
Government clearance and/or Social Security Administration experience a plus.
#cgifederaljobs
Skills:
Database Administration

Database Administrator

What you can expect from us:
Build your career with us.
It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.
At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.
Be part of building one of the largest independent technology and business services firms in the world.
Learn more about CGI at www.cgi.com .
No unsolicited agency referrals please.
CGI is an equal opportunity employer.
Qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.
CGI provides reasonable accommodations to qualified individuals with disabilities. If you need an accommodation to apply for a job in the U.S., please email the CGI U.S. Employment Compliance mailbox at USEmploymentCompliance@cgi.com . You will need to reference the requisition number of the position in which you are interested. Your message will be routed to the appropriate recruiter who will assist you. Please note, this email address is only to be used for those individuals who need an accommodation to apply for a job. Emails for any other reason or those that do not include a requisition number will not be returned .
We make it easy to translate military experience and skills! Click here at https://cgi-veterans.jobs/ to be directed to our site that is dedicated to veterans and transitioning service members.
All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary dependent upon specific assignment and/or level of US government security clearance held.
CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI’s legal duty to furnish information."
116,SQL Database Administrator,CGI Veterans Jobs,Emergent Holdings,Emergent Holdings,"Glen Allen, VA 23060","SUMMARY: (Brief paragraph outlining the main duties of the position)
The SQL Database Administrator assists in managing the Microsoft SQL Server 2008-2016 databases. This position is responsible for supporting and maintaining high-availability and high performance environments, as well as implementing and managing the databases in a cost efficient manner. The incumbent should be a self-starter, have excellent communication skills, work seamlessly in a team environment.

RESPONSIBILITIES/TASKS:

Installs, configures and upgrades SQL Server environments
Establishes sound backup and recovery policies and procedures as needed
Works with IT and business teams to address issues specific to the database/application
Works on performance issues with various business teams
Performs periodic database refreshes
Monitors system performance and evaluate areas to improve efficiency
Specifies proper types of files organization, indexing methods, and security procedures
Performs database change requests, patches, monitoring tools, and resolve exceptions, alerts and issues
Addresses a variety of database issues including integration, maintenance/conversion, capacity planning, and new applications; diagnoses and resolves complex problems in a production environment
Maintains database security
Monitors the performance of the database system and implement required changes to increase performance
Provides trend analysis to support informed decisions regarding resource allocation management; maintains up-to-date documentation of all SQL Server environments.
Maintains availability and integrity of databases through multiple access schemes; facilitate sharing of common data by overseeing proper key and index management and data dictionary maintenance
Maintains replication
Maintains ETL repositories (ODI, SSIS, etc)
Manages permission and access to all environments (Database,SSIS,SSRS, SSAS)

This position description identifies the responsibilities and tasks typically associated with the performance of the position. Other relevant essential functions may be required.

EMPLOYMENT QUALIFICATIONS:EDUCATION:
Bachelor's degree in a related field. Relevant combination of education and experience may be considered in lieu of degree. Continuous learning, as defined by the Company's learning philosophy, is required. Certification or progress toward certification is highly preferred and encouraged.

EXPERIENCE:
Minimum seven years' experience as a SQL Server DBA (2008R2 min, 2012 preferred). Experience with backup and recovery procedures required. Experience with Golden Gate (or similar tool -- ie. Data Mirror) preferred. Experience with ODI or SSIS is required as an Administrator. Replication technology experience preferred. Administration of SSIS, SSRS and SSAS preferred.

SKILLS/KNOWLEDGE/ABILITIES (SKA) REQUIRED:

Expertise with SQL Server 2008-2016.
Expertise with Always On and Failover Clusters.
Knowledge of Replication technologies, including Attunity.
Knowledge of Powershell.
Knowledge of backup tools, such as Networker DataDomain and Barracuda.
Knowledge of monitoring tools, such as SQL Sentry, Redgate, and Idera.
Able to communicate effectively to multiple levels of an organization, including internal, customers, and vendors
Self-driven and resourceful to achieve goals independently as well as work well in groups
Flexibility to adjust to changing requirements, schedules and priorities
The ability to socialize ideas, make recommendations and gather team consensus to move forward
Experience working with a virtual team environment is a plus
Excellent communication, writing, meeting facilitation and presentation skills

WORKING CONDITIONS:
Work is performed in an office setting with no unusual hazards. (or Explain why this is incorrect)

The qualifications listed above are intended to represent the minimum education, experience, skills, knowledge and ability levels associated with performing the duties and responsibilities contained in this job description.

We are an Equal Opportunity Employer. Diversity is valued and we will not tolerate discrimination or harassment in any form. Candidates for the position stated above are hired on an ""at will"" basis. Nothing herein is intended to create a contract."
117,Database Administrator,33 reviews,Summer Classics Inc,Summer Classics Inc,"Pelham, AL 35124","The Database Administrator is responsible for designing, implementing, and continually managing SQL Server databases. This position is tasked with configuring, monitoring, and troubleshooting, deploying changes, improving performance and managing security.

Essential Job Duties

1. Creates and maintains integrations with databases for multiple systems such as ERP System, Warehouse Management, and eCommerce sites.
2. Monitors and improves the performance of SQL Server.
3. Troubleshoots, diagnoses, and repairs SQL Databases along with regular maintenance and security management.
4. Maintains database backups and recovery infrastructure including quarterly recovery testing.
5. Executes T-SQL troubleshooting, query optimization, indexing and Enterprise-edition features.
6. Identifies opportunities for continuous improvement.
7. Ensures database integrity, stability, and system availability.
8. Makes requested changes, updates, and modifications to database structure and data.
9. Ensures new and existing processes are properly documented for reference, training, and reporting.
10. Creates test plans and performs large percentage of QA testing.
11. Communicates with end-users, developers and administration team.
12. Develops automated and reusable routines for extracting requested information from database systems.
13. Works in partnership with business analysts, software developers, and ERP users to build data transactional and warehousing systems.

Additional Job Duties & Responsibilities

Assists in creation of stock codes and product specifications maintenance, assists with Help Desk when needed, and trains users on application usage.Assists with any other duties as assigned.
Roles

Manage and Develop DatabasesERP and Software CustomizationData Warehouse Management
Knowledge, Skills & Abilities

Associate’s or bachelor’s degree in an IT related field or equivalent experience.Three or more years of experience with SQL Server and PowerShell.Experience with SQL Server Enterprise 2016 preferred.Experience with VMware preferred.Experience with Sentry One for monitoring and Subversion Repository for version control preferred.Demonstrable experience achieving project goals and deadlines.SFTP experience preferred.Familiarity with enterprise ETL concepts.Familiarity with ERP Systems and accounting/operations processes.Knowledge of Windows Server and Active Directory.Knowledge of security and data backup best practices.Ability to understand and communicate technical information.Ability to exhibit outstanding problem identification and solving.Ability to plan and work under deadlines with guidance from supervisor."
118,Database Administrator,,DuPage County Government,DuPage County Government,"Du Page County, IL","Title: Database Administrator

Posting No.: 2047

Closing Date: Until Filled

Department: Information Technology

Hours: Full-Time: Monday-Friday 8:00 a.m.-4:30 p.m., on-call as required

Salary: $75,000-$90,000 annually


Responsibilities include:
Performs database tuning and performance monitoring, addresses errors and performs changes to databases as neededManages roles and permissions to ensure the integrity and security of all databasesDevelops and implements sound database backup and recovery strategies. Engages with RMS Vendor, Microsoft (database) third party software providers and internal development-system and support teams to ensure high performing database environmentsDevelops database utilities and automated reporting standards and templatesCreates custom reports for users with tools such as Crystal Reports, Business Intelligence, etc.Maintains and enhances application functionalityProvides technical support and direction regarding business application requirements and alternatives analysisPerforms clients/users support related tasks and special projects as assigned by management. Liaise as necessary interdepartmentally to seek resolutions to all issues reportedManages test, pilot and production database systemsManages and implements software and system upgrades, updates and patchesMonitors hardware use by the Records Management System and makes recommendations regarding growth or capacityEstablishes and implements policies and procedures pertaining to the management, security, maintenance, and use of the software and database management systemDevelops and maintains documentation and standardsOrganizes and utilizes all support resources provided, including emails, documentation, contact lists, knowledge bases, etc.Develops and maintains collaborative partnerships with IT staff from the Emergency Telephone System Board (ETSB), municipalities, law enforcement agencies, and other County Elected Officials Offices
Requirements include the following experience or equivalent combination of training and experience:
Completion of a Bachelor’s Degree in an Information Technology related areaFour (4) years of experience in Database/System Administration
The preferred candidate will have:
Knowledge of public safety Computer Aided Dispatch and Records Management (CAD/RMS) systems, policies and proceduresPreferred knowledge of Hexagon’s CAD/RMS systemsMicrosoft SQL server relational database management systemReport writing tools and techniquesNetwork and Computer security Illinois Uniform Criminal Reporting (I-UCR)The National Incident Based Reporting System (NIBRS)
A pre-employment background check is required.
Applications accepted until position is filled."
119,Staff Oracle Database Administrator,"5,009 reviews",Northrop Grumman,Northrop Grumman,"Raleigh, NC 27609","Are you interested in expanding your career through experience and exposure, all while supporting a mission that seeks to ensure the security of our nation and its allies? If so, then Northrop Grumman is the place for you. As a leading global security company, we provide innovative systems, products and solutions to our customers worldwide. We are comprised of diverse professionals that bring different perspectives and ideas, understanding that the more experiences we bring to our work the more innovative we can be. As we continue to build our workforce we look for people that exemplify our core values, leadership characteristics, and approach to innovation.

We are seeking an experienced Senior Oracle Database Administrator to join our team of qualified, diverse individuals. This position will be located in RALEIGH, NC. This is an on-site position with no telecommute possibilities. This position is part of the Northrop Grumman's ETS Contract with the United States Postal Service, bringing top of the line professional technologists to their teams.

This is an advanced consultant level position where the ideal candidate will join the team to support the application development, database production support and various requirements for distributed technical support throughout the enterprise.

Responsibilities include, but not limited to:
Overall maintenance, administration, monitoring, problem management, and production for Oracle databases.
Designs, models, documents, and guides the logical and conceptual relationship of data and database changes for complex applications.
Analyzes needs and requirements of existing and proposed systems, and develops technical, structural, and organizational specifications.
Implements and maintains smooth operation and physical design of databases.
Reviews database design and integration of systems, provides backup recovery and makes recommendations regarding enhancements and/or improvements.
Conducts performance tuning of indexes and databases in general.
Maintains security and integrity controls.
Formulates policies, procedures, and standards relating to database management, and monitors transaction activity and utilization.
May develop stored procedures and/or triggers.
May create standards and/or do modeling to monitor and enhance capacity and performance.
Creates and maintains documentation of all production policies, procedures, server configurations, error logs, maintenance records and product troubleshooting instructions.
Program in PL/SQL
Identifies, troubleshoots, resolves, and communicates issues that affect the systems, servers and database related products.
Act as the subject matter expert for the team.

Basic Qualifications:
MUST have a Bachelor Degree and minimum 15 years of experience. (13+ years with Master's degree)
Minimum of 10 years of Oracle production support DBA experience; specifically, RMAN, OEM, and RAC
Expert level experience in performance tuning, back recovery, install, patch, upgrade Oracle Database.
Excellent skill in RAC databases.
Individual needs to have strong verbal and written communication skills and the ability to work in a very large enterprise level environment.
Exceptional troubleshooting skills and ability to determine root cause of errors and create solutions for the future.
Must be able to obtain a Position of Public Trust Clearance US Citizen or Permanent Resident (Green Card Holder), and must not have traveled outside the US for a combined total of 6 months or more in last 5 years.
Must have resided in the US for the last 5 years

Preferred Qualifications:
Local to the RDU / Research Triangle area (this position does not provide relocation assistance)
Oracle certification strongly preferred

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions."
120,Database Administrator - Information Technology - 8 Hours 12 Months - W170,,Fresno Unified School Distrcit,Fresno Unified School Distrcit,"Fresno, CA","To view full job description, education requirements and licenses for this position visit:

https://www.fresnou.org/dept/hr/Pages/job-descriptions.aspx
Location Information Technology
Duty Days 8 Hours / 12 Months
Internal Job Number C13975
Salary: From 35.95
Salary: To 43.70
Additional Job Information
Job Ad: 8/21/2019 to 8/27/2019


***REQUIREMENTS TO APPLY***


Candidates applying for this position are required to attach a CURRENT RESUME and TWO (2) LETTERS OF SUPPORT. The FUSD Letter of Support form resembles a questionnaire form. The FUSD online application provides instructions on how to send the Letter of Support form to your contact person. Letters of Support are valid for two (2) years. Failure to update your Letters of Support will prevent you from moving forward in the hiring process.


NONDISCRIMINATION POLICY:

Fresno Unified School District does not harass, intimidate, or discriminate on the basis of race, color, ethnicity, national origin, ancestry, age, creed, religion, political affiliation, gender, gender identity or expression or genetic information, mental or physical disability, sex, sexual orientation, parental or marital status, military veteran status, or any other basis protected by law or regulation, in its educational program(s) or employment.
License/Credential or Skills
Any combination equivalent to: bachelor's degree in information systems or other related field, supplemented by college level courses in systems analysis, database management and programming.


Four years of recent, progressively responsible experience in systems development, database management and programming.


One year of experience working with multiple database systems on multiple platforms and/or enterprise scalable relational database management systems.


Microsoft Certified Database Administrator (MCDA); Microsoft Certified Information Technology Professional (MCITP) or equivalent or ability to obtain within a year.


Valid California driver's license.


Special Requirement:

This position may work additional assignments including evenings and weekends to accommodate testing, support, maintenance and potential call back duty responsibilities.


Preferred

Maintaining the integrity and performance of enterprise, testing, and development database servers
Tuning database performance and troubleshooting performance issues
Replicating, upgrading, and monitoring databases
Designing Microsoft SQL tables and developing views, stored procedures, and functions
Designing, scheduling and maintaining extract, transform, load processes
Developing Microsoft SQL Server Reporting Services reports
Developing visualizations and dashboards with Microsoft Power BI or Tableau
Work Hours Full-Time
Grade
G-60"
121,Database Administrator,139 reviews,Perspecta,Perspecta,"Washington, DC 20319","Business Group Highlights
Civilian, State and Local

Perspecta’s Civilian, State and Local segment partners with the U.S. Federal Civilian State and Local governments to provide infrastructure services, business solutions, and digital transformation services that help them achieve policy objectives and integrate citizen-centric services.
Responsibilities




Every day at Perspecta, we enable hundreds of thousands of people to take on our nation's most important work. We•re a company founded on a diverse set of capabilities and skills, bound together by a single promise: we never stop solving our nation's most complex challenges. Our team of engineers, analysts, developers, investigators, integrators and architects work tirelessly to create innovative solutions. We continually push ourselves•to respond, to adapt, to go further. To look ahead to the changing landscape and develop new and innovative ways to serve our customers.

Perspecta works with U.S. government customers in defense, intelligence, civilian, health care, and state and local markets. Our high-caliber employees are rewarded in many ways•not only through competitive salaries and benefits packages, but the opportunity to create a meaningful impact in jobs and on projects that matter.

Perspecta's talented and robust workforce•14,000 strong'stands ready to welcome you to the team. Let's make an impact together.


We at Perspecta are currently seeking a Database Administrator - Public Trust



The Database Administrator responsibilities include, but not limited to:


Level one and two user support functionsServes as backup system administrator when necessary.
Perform operations management and oversight of application and database physical, virtual and cloud infrastructure to supports Windows and Linux based environments for GOT, COTS, custom and mobile applicationsEstablish and utilize application and database monitoring tools.
Support incident and problem troubleshooting
Ensure security of application data, and patch level compliance of application, databases and host environments.Supports Change Control Board (CCB) procedures.
Assure Service level, Application, database and network performance troubleshooting and restoration of application and database service levels.Support Oracle, Microsoft SQL Server, Oracle, NoSQL, Big Data (Drupal, Hadoop) and open databases products.Respond to Service Event and Alert Management of application and databases.Maintain and collects Environment performance metrics analysis and reporting.Use Dashboard Monitor and analysis of application and database log analytics and telemetry to monitors database and application resource usage, and performance monitoring to avoid service disruption.Lead incident and problem monitoring, response
Automates Multi-tier application and database deployments; scripted runbook creation, maintenance and deployment; and resource management tasks using PowerShell, graphical and 3rd party scripting tools.Performs application, database and environment configuration and patch management.Leads planning, configure and deployment of security patching of applications and databases.Performs backup and restore, recovery, and account management of Application and databases.

Qualifications


Education and Experience Required:


Bachelors degree
5 years of experience


Public Trust




About Perspecta
What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.

Options
Apply for this job onlineApply
Share
Email this job to a friendRefer
Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.
Share on your newsfeed





As a government contractor, Perspecta abides by the following provision
PAY TRANSPARENCY NONDISCRIMINATION PROVISION
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)"
122,SQL Database Administrator,VV Tech Solutions,Contract,save job,"Austin, TX","Job duties includes:


Administer and maintain MS SQL databases

Configure database tables, views, store procedures, triggers macros, and query analyzers

Utilize storing and retrieving data tools and create standards for the use of such tools

Perform a wide range of database administration functions, run test queries, troubleshoot database problems, maintain version control of database entities

Perform routine backups and restores
Manage database security policies and procedures

Develop and maintain disaster recovery plans
Conduct periodic maintenance of the databases (including table and query cleanup)

Maintain database software licensing and maintenance agreements
Conduct performance tuning activities designed to optimize data management processes; and recommend performance enhancements such as increasing storage capacity or modifying interfaces working with desired applications
Perform load balancing, redundancy and fault tolerance, optimize systems performance, reallocate resources, and recommend additional components to improve overall system performance
Design in writing, MS SQL database structures as well as make design enhancements to existing MS SQL databases based on application requirements
Document all elements of existing and new database designs

Produce design documents supporting the automated exchange of data between internal and external data sources
Design data models and database schemas
Produce an implementation plan or plans relating to new and/or enhanced database technologies
Produce design documentation for cubes used in the creation of reports either ad hoc or pre-designed

Develop and/or enhance MS SQL database structures based on application requirements

Develop the automated exchange of data between internal and external data sources

Must have 10+ years of experience in SQL Server Database Administration


Job Status: Open
Job type: Contract
Experience Required: 10+ years
Minimum Qaulification: Bachelors degree in CS / MIS
Rate: $65- $75
Location: Austin, TX


Contact Name: Karan
Emnail: Karan@vvtechsolutions.com
Phone: 571-308-3033"
