,Job_Title,Company1_Info,Company2_Info,Company3_Info,Location,Full_Description
130,Data Analyst,227 reviews,State of Iowa Talent Gateway,State of Iowa Talent Gateway,"Ames, IA 50011","Only applicants who meet the Minimum Qualification Requirements and meet all selective requirements will be placed on the eligible list.

This position has lead responsibility for maintenance and analysis of the spatial, temporal and associated business data related to all local roads within the Roadway Asset Management System (RAMS) in support of the management systems throughout the agency.

This is a very complex relational database which requires strong skills in data interpretation and interrelationships. This requires the performance of specialized duties to acquire, interpret and maintain geospatial data for the 104,000 miles of local roadway in the state. This position requires the ability to process data from various software formats and sources. Prior to performing updates, the data must be interpreted to validate against requirements through extensive analysis and acquired knowledge of all data fields to assure proper interactions of data dependencies. Understanding of these data interactions is essential in preserving the accuracy and integrity of the system. The person in this position must understand temporal reasoning to maintain the data properly.

Consultation with internal and external customers is needed to ensure the information displayed conforms to their requirements.

Due to the technical nature of these processes, the person in this position must be skilled with a variety of software such as:
ESRI ArcGIS software
Geospatial software
Microsoft Office
This position requires the ability to quickly adjust to various technologies and quickly adapt to changing work assignments.

Travel may be required.
Selectives
230 Geographic Information Systems
18 semester hours of education or 1 year of experience that demonstrates the applicant has competencies in the following areas:
Ability to create, edit, import, export, project, and georeference GIS data.
Demonstrated proficiency with the major ESRI software products. These products include ArcView, ArcInfo, ArcGIS.
Utilize user-developed and/or ESRI scripts and extensions for incorporation and utilization in projects.
Ability to conduct spatial analyses and queries in order to answer complex questions relating to spatial data.
Ability to produce cartographic documents which clearly present outputs from spatial analyses. Document formats should at a minimum include hardcopy as well as the following digital formats .pdf, .tif, and .jpg.
Ability to work with, or train, others to use GIS to attain a common goal Applicant must provide specific work examples to demonstrate each of the competencies. The examples should include a thorough explanation of the project goal, the process utilized and the result of the process.
Minimum Qualification Requirements
The equivalent of six years of full-time economic, environmental, social, health care or agricultural program experience (at the local, regional statewide, or national level) requiring knowledge in the following: program content, related community resources, user problems, and program/treatment methods – demonstrated by one of these types of work; program counselor, program administrator, program trainer, technical assistant or program consultant;
OR
an equivalent combination of education and experience, substituting thirty semester hours of accredited college course work for one year of the required experience with a maximum substitution of four years;
OR
an equivalent combination of education and experience, substituting thirty semester hours of graduate level college course work in one of the fields listed below for each year of the required experience to a maximum substitution of two years;
Accounting
Architectural Engineering
Business Administration
Civil Engineering
Communications
Computer Science
Criminal Justice
Ecology
Economics
Education
Finance
Geography
Gerontology
Health
History
Law
Natural Science
Nursing
Physical Science
Political Science
Psychology
Public Administration
Regional Planning
Sociology
Special Education
Traffic Engineering
Transportation Planning
Urban Planning
OR
employees with current, continuous experience in the state executive branch that includes experience equal to eighteen months of full time work as a Program Planner 1."
131,FINANCIAL/DATA ANALYST,,"University of California, Davis","University of California, Davis","Davis, CA 95616","Under general direction of the Budget Director for the College of Letters & Science, perform as the primary resource for financial and data analysis related to instructional costs, student credit hours and other teaching metrics. Responsible for the tracking and reconciliation of supplemental instructional budget. Proactively analyze complex, variable revenue and expenditure data from multiple sources. Use analytical tools to develop dashboards on financial and non-financial metrics. Assume primary responsibility for training and implementation of the Instructional Planning Application/L&S (IPA) online Teaching Call. Serve as primary contact for all areas related to supplemental instruction, including academic leaves, buyouts, lecture and TA funding. Review all course material fee proposals for compliance with policy and prepare documentation for submission to committee. Track and allocate graduate support. Provide analytical support to other analysts and Budget Director on various college wide budget and finance related activities.
Physical Demands:
Lift boxes of paper/files weighing up to 25 lbs.
Work Environment:
UC Davis is a smoke and tobacco free campus effective January 1, 2014. Smoking, the use of smokeless tobacco products, and the use of unregulated nicotine products (e-cigarettes) will be strictly prohibited on any UC Davis owned or leased property, indoors and outdoors, including parking lots and residential space.
Background Check Required:

This position is a critical position and subject to a background check. Employment is contingent upon successful completion of background investigation including criminal history and identity checks.
Yes
Qualifications
Minimum Qualifications:
-Bachelor's degree in business, finance, accounting or related field, or equivalent education/work experience.


Experience in business, finance, accounting or related field, preferably in a university setting.


Experience compiling large datasets from a wide variety of sources to create statistical reports (spreadsheets, graphs, charts, etc.) in an appropriate, understandable format for various constituents.


Experience with SQL and query tools to directly access data tables.


Experience with Tableau or other data tools.


Experience with cost benefit analysis.


-Skills to develop and implement short- and long-term solutions/plans, establish priorities and meet frequent, short and unplanned deadlines.


Knowledge and experience with accounting and audit principles and procedures; payroll and personnel policies, procedures and transactions; and fund restrictions.


Mathematical and analytical skills to evaluate financial statements, and produce accurate data interpretations and recommendations.


Writing, proofreading and editing skills for all aspects of written communications including proper use of spelling, grammar, syntax, style, and punctuation.


Organizational skills to schedule, coordinate, and prioritize budget and fiscal activities of a large complex college including interpreting data from numerous sources related to the college's mission and programs.


Problem solving skills to identify and deliver options for resolution of budgetary and financial issues.


Interpersonal skills to communicate and establish rapport with co-workers, departmental staff, and with other administrative and service departments.


Skills to maintain confidentiality of personnel or other sensitive issues and exercise discretion in dealing with controversial or potentially sensitive topics.
Preferred Qualifications:
-Knowledge of college and campus administrative offices, administrative staff contacts, and policies and procedures including various collective bargaining units.


Knowledge of university budgetary cycle, and relationship of departments to academic program.


Working knowledge of KFS, Personal/Payroll System, Decision Support, Student Information System, AggieBudget, AggieTravel and the Instructional Planning Application/L&S online Teaching Call.


Knowledge of supplemental instruction process and budgeting."
132,Data Analyst - Verity,,HealthStream,HealthStream,"Louisville, CO 80027","Job Details
Level
Entry
Job Location
Boulder, CO Office - Louisville, CO
Position Type
Undisclosed
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
Undisclosed
Job Shift
Undisclosed
Job Category
Undisclosed
Position Summary
POSITION SUMMARY:
The Data Analyst will bring technical expertise to ensure the quality and accuracy of contract management and product activity data, then design, present, and operationalize process improvement recommendations to maintain data integrity.

The Data Analyst’s responsibilities include conducting full lifecycle analysis of contract management data to identify issues or gaps in the data and find solutions to fill those gaps. The Data Analyst will develop processes, integrations, and automations to monitor performance and quality control plans to create a robust dataset that can be trusted throughout the organization.
ESSENTIAL DUTIES OR RESPONSIBILITIES:
Works with multiple HealthStream departments as necessary to identify data sources and requirements
Drives behavior for multiple types of resources to maintain data integrity of the entire lifecycle of contract data
Communicates any issues/concerns regarding existing processes sourcing or updating key data points
Develops and owns processes to monitor, audit and maintain integrity in the datasets
Thinks creatively to help develop a data strategy and solve organizational technical and operational challenges
Reports regularly the status of identified strategic data goals
Supports questions, report development, and bug evaluations from internal users, including on-the-spot troubleshooting as necessary.
Brings technical expertise and will become the subject matter expert for the entire contract management lifecycle and product activity dataset
Job Specifications
1. KNOWLEDGE/EDUCATION AND EXPERIENCE REQUIRED:
Bachelor’s degree. Computer Science, Information Systems, or related discipline preferred.
Mid- to high-level computer skills including Microsoft Office and data evaluation tools
Strong interpersonal, written, and oral communication skills including instructional, facilitation, and presentation needed.
Excellent analytical and problem-solving abilities, highly self-motivated and independent while being able to accept direction with completion of tasks.
Customer-centric mindset, strong interpersonal skills, and patience.
Ability to comfortably interface with technical personnel.
Multi-task oriented; works with a sense of urgency and a desire for excellence in performance.
High degree of integrity, professionalism, and the ability to establish a high level of credibility both internally and externally to the organization.
2. SKILLS REQUIRED:
Strong, well-developed problem solving skills and the ability to learn new technical concepts quickly.
Excellent time-management, organization, prioritization, attention to detail, and documentation skills.
1-2 years experience with a data tool (Excel, PowerBI, Tableau, SQL)
3. ABILITIES REQUIRED:
Strong, well-developed problem solving skills and the ability to learn new technical concepts quickly.
Excellent time-management, organization, prioritization, attention to detail, and documentation skills.
1-2 years experience with a data tool (Excel, PowerBI, Tableau, SQL)
HealthStream is an equal opportunity employer. HealthStream prohibits employment practices that discriminate against individual employees or groups of employees on the basis of age, color, disability, national origin, race, religion, sex, sexual orientation, pregnancy, veteran or military status, genetic information or any other category deemed protected by state and/or federal law"
133,Data Analyst,AdColony GmbH,AdColony GmbH,save job,"Bellevue, WA","We are looking for a Data Analyst who can develop tools that presents data in a useful format for business needs. You should have knowledge of relational databases, be able to accomplish complex and lengthy data entry tasks, as well as being able to create and maintain databases with a particular focus on data integrity and security. You will often be called upon to conduct research to collect information for entry in business operations systems. You will rely on your experience and judgment to plan and accomplish goals. A wide degree of creativity and latitude is expected.

Responsibilities:
 Conduct a broad range of research to identify information requirements and enter the information in relevant databases
 Interact with members of various teams to understand requirements, create research plans and conduct required research to meet project requirements.
 Present data in charts, graphs, tables and written document format of project results
 Export data into various formats for end client use
 Import, clean, validate, and model data with the purpose of understanding or making conclusions from the data for decision making purposes
 Manage routine ad hoc delivery schedule to ensure all reports are delivered on time.
 Perform basic statistical analysis for projects and reports
 Archive historical data

Requirements, Education and Experience:
 Bachelor’s Degree in a field requiring a deep understanding and knowledge of research, and statistics. A degree in Information Technology, Computer Science, statistics or related field is a plus
 0-1 year experience as a data analyst (internships count!)
 MySQL 4.1, MS Office
 Exceptional analytical, problem-solving, verbal and written communication skills a must
 Proven experience working with relational databases. Experience using MySQL(4.x,5,x). Knowledge of and experience with data visualization software e.g, Tableau, Qlik, Oracle etc. “Big Data” experience a plus
 Sound understating of project Management and with different project development models like SDLC, Agile, SCRUM etc"
134,"Analyst, Data Analytics",,WALGREENS,WALGREENS,"Deerfield, IL 60015","Job Summary

Collaborates with the account teams and contracting to identify and isolate variances resulting from over/under payment practices and factoring these into actual-to-expected results. Assist in the development of timely, innovative, objective analysis which lead to fact-based solutions for strategic business issues. Provides customer service to internal and external customers, including meeting quality standards for services, and evaluation of customer satisfaction.

Job Responsibilities
Assists in the development and the utilization of innovative data visual presentation strategies to ensure data is conveyed in meaningful and interpretive formats for all audience levels.
Assists in the development and implementation of innovative analytical and/or statistical methodologies and supporting tools for evaluating Company processes, business problems, and/or ROI of products and services.
Collaborates with the account teams and contracting to identify and isolate variances resulting from over/under payment practices and factoring these into actual-to-expected results.
Assists in the development and maintenance of an automated process to identify data and process integrity issues. Provides leadership with detailed recommendation for issue resolution. Identifies both up and down stream impact of identified issues and fully communicates with any impacted parties.
Assist in the development of timely, innovative, objective analysis which leads to fact-based solutions for strategic business issues. Identifies, formulates, and drives problem definition and hypothesis formulation as it relates to the specific business environment. Synthesizes externally syndicated data with internal experience. Prepares standard and ad hoc management reports and presentations for projects. Utilizes query based tools to create and run queries used for data mining and analytics to support other job responsibilities and ad hoc projects.
Performs specific tasks identified in the compliance monitoring program to include evaluation of definitions, price increase maintenance and network identification.
Provides customer service to internal and external customers, including meeting quality standards for services, and evaluation of customer satisfaction.
Works cross functionally with peers in Sales, Finance, Law, Contract Development, and Contract Operations.
Walgreens, one of the nation's largest drugstore chains, is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc., the first global pharmacy-led, health and wellbeing enterprise. More than 10 million customers interact with Walgreens each day in communities across America, using the most convenient, multichannel access to consumer goods and services and trusted, cost-effective pharmacy, health and wellness services and advice. Walgreens operates 8,175 drugstores with a presence in all 50 states, the District of Columbia, Puerto Rico and the U.S. Virgin Islands. Walgreens omnichannel business includes Walgreens.com. Approximately 400 Walgreens stores offer Healthcare Clinic or other provider retail clinic services.

As the neighborhood drugstore and retailer, our goal is to make health and happiness simpler, easier and within reach. And we remain a trusted wellness provider offering convenient access to important health services, such as immunizations and an array of pharmacy services that can help patients improve their health. To our team members, Walgreens represents a unique opportunity to excel in their careers in a welcoming and inclusive environment. We offer the chance to work in a truly supportive environment, and be a part of a progressive organization dedicated to the well-being of our customers, team members and the communities we all call home.
Bachelor's Degree OR High School Diploma/GED and at least 3 years of experience in Finance, Economics, Accounting, Math, Business, Actuarial Science, or Computer Science.
Experience collaborating with internal and external resources to assist in the development of strategies and project plans that meet department goals within budget and established timelines.
Experience establishing and maintaining key relationships with internal (peers, business partners and leadership) and external (business community, clients and vendors) within a matrix organization to ensure quality standards for service.
Experience developing ways of accomplishing goals with little or no supervision, depending upon oneself to resolve issues to ensure completed objectives and determining when escalation of issues is necessary.
Experience using time management skills such as prioritizing/organizing and tracking details and meeting deadlines of multiple projects with varying completion dates.
Experience in diagnosing, isolating, and resolving complex issues and recommending and implementing strategies to resolve problems.
Experience with analyzing and reporting data in order to identify issues, trends, or exceptions to drive improvement of results and find solutions.
Advanced level skill in Microsoft Excel (for example: using AVERAGE function, merging and centering cells, printing centered page and/or creating a pivot table).
Advanced level skill in Microsoft PowerPoint (for example: changing picture styles, customizing animation and/or setting automatic slide timings).
Advanced level skill in Microsoft Word (for example: adding developer tab, creating a macro, formatting table style, inserting comments and/or creating a mail merge).
Willing to travel up to 10% of the time for business purposes (within state and out of state).
Master’s Degree
Bachelor’s Degree in Statistics, Engineering, Computer Science or Information Systems.
Knowledge of advanced coding languages (e.g. SAS, SQL, C++, etc.).
Experience with system administration (e.g. PROS, Vendavo, Vistaar, Salesforce.com, SharePoint, Wikis, etc.).
Experience with business intelligence tools in support of data analytics (e.g. Business Objects, Cognos, Tableau, PROS, etc).
Experience with learn coaching, mentoring, and training staff.
Knowledge of Pharmacy, Pharmaceutical Benefit Manager, Benefit Consultancy, or Managed Care company.
Experience with working with pharmacy data at a retail pharmacy, Pharmaceutical Benefit Manager, benefit consultancy, or managed care company.
Knowledge of pharmaceutical industry pricing.
Experience with project management (for example: planning, organizing, and managing resources to bring about the successful completion of specific project goals and objectives).
Knowledge of systems such as Remedy and GIS.
Experience with data extraction, data mining, data acquisition, data profiling, and data warehouse management.
Experience in a data warehouse/business intelligence/decision support systems environment or IT experience.
Knowledge of statistical concepts and data mining techniques."
135,Data Analyst,,"Maricopa County, AZ","Maricopa County, AZ","Phoenix, AZ","Position Overview
ABOUT THE DEPARTMENT OF COUNTY SCHOOL SUPERINTENDENT:
The Office of the School Superintendent is statutorily responsible to provide services supporting school governing board elections, bond and override elections, appointments, school finance, and maintain homeschool and private school records. The Superintendent leverages the office to strengthen teacher's voice, increase respect for the education profession, and create resources that expand the capacity of teachers, administrators, and support staff.

ABOUT THE POSITION:
The Data Analyst gathers data and implements a searchable database from collecting, sorting, and studying school, business and other data sources for interpretation and analysis. Conducts analysis and develops models to help drive business decisions. Collects, analyzes and interprets large data sets to develop and recommend data-driven solutions. Organizes and simplifies numeric information from completely different sources of data, locating and correcting deficiencies and potentials. Interprets data by crafting an advisory role to business managers, executives and community members and suggests ways for improvement.
Position Qualifications
We recognize your time is valuable, so please apply if you meet the following required qualifications:

Education:
Bachelor's degree in Mathematics, Economics, or Computer Science or closely related field.
Experience:
Two (2) years of professional analytical experience in developing and implementing enterprise-scale reports and dashboards.
Experience with data warehouse implementations.
Other Requirements:
Must possess, or have the ability to obtain by the time of hire, a valid Arizona driver's license.
Our Preferred Candidate has:
Master's degree in Mathematics, Economics, or Statistics, or Computer Science or closely related field.
Advanced experience developing and implementing enterprise-scale reports and dashboards.
Advanced experience in data warehouse implementations.
Essential Job Tasks
Designs comprehensive data reports and other business tools to assist schools, business managers and community members in making good business decisions for their schools.
Participates in business analysis activities to gather required reporting and dashboard requirements.
Translates business requirements into specifications that will be used to implement the required reports and dashboards, created from potentially multiple data sources.
Documents structure of data which serves as a guide in execution of tasks.
Evaluates data to identify different characteristics and locate their similarities to find ways they can be integrated for better results.
Carryout statistical analysis of data.
Interacts with staff and customers to have good knowledge of the data origination as this helps in the data analysis.
Handles customer related issues and work with customers in facilitating deliverables.
Arranges anomalies of consumption and identify errors in data and take measures to resolve them.

Working Conditions:
This position works in an office environment.

Maricopa County is an EEO/ADA Reasonable Accommodation Employer.
Selection Procedure
The hiring authority will select the successful candidate based on departmental needs.

All offers of employment made to new hires and rehires at Maricopa County are contingent upon successful completion of a post-offer, pre-employment thorough background investigation. A background investigation is conducted on a current employee who changes to a Safety Sensitive Position or one having the potential for serious adverse impact on the integrity or efficiency of the County. These requirements do not pertain to employees of elected officials who undergo background investigation processes administered through their respective offices.

Typically successful candidates are hired at a salary rate, up to midpoint of the range, based on applicable experience, internal equity and budgetary allowances."
136,Data Analyst Student Intern (9020),SW FL Water Management District,$13.99 an hour,save job,"Brooksville, FL 34604","The Southwest Florida Water Management District (District), a leader in protecting Florida's water resources, is seeking a Data Analyst Student Intern in support of the Water Resources Bureau. The Data Analyst Student Intern will be responsible for assisting the Water Supply Section's Senior Economist with statistical analysis, data collection, and other tasks associated with District projects and programs. The successful candidate will also be responsible for assisting with the processing and evaluation of the Public Supply Annual Reports (PSAR), researching utility rate ordinances, assisting with Ad hoc data requests (population, economic data, etc.), and providing assistance to other sections within the Water Resources Bureau as needed. Tasks will include activities such as administrative processing, calculations, GIS processing, map creation, database entry, and data collection.
Essential Functions
Compile data, perform appropriate analyses, develop or produce reports, maintain data bases, and prepare data for presentation
Assist with processing PSAR data
Assist in the evaluation of the economic impacts and cost effectiveness of existing, proposed, or potential District programs
Identify data gathered and analyze data flow for developing efficiencies, solutions, or alternative methods to improve data quality and data reporting
Maintain a positive and self-motivated attitude towards conducting data entry and developing tables and charts
Successful Candidate Must
Be enrolled at least part-time in an accredited college, university, or other recognized educational or vocational program
Preferred Degrees: Business, Economics, or Environmental Science
Preferred Degree Level: Undergraduate
Maintain a minimum GPA of 2.5 for undergraduate students or minimum GPA of 3.0 for graduate students
Provide a copy of Official school transcript within 30 days of employment
Upload Unofficial Transcript to application or presence
Have the availability to work near the maximum allowable hours weekly
Working Conditions
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Most work is conducted in a standard office environment. This position requires the ability to perform continuous repetitive tasks (to include keyboarding) with one or both hands. Must be able to lift and carry up to 20 pounds. Must be able to operate a District vehicle for two hours or more at a time. May be exposed to extremes in temperature and humidity, as well as a variety of pests, including mosquitoes and ticks. Work environments vary by assigned business unit.
Additional Details
This position is typically scheduled to work no more than 25 hours per week, 3 days per week, between Monday through Friday, 8:00 AM to 5:00 PM, out of the Brooksville, FL office. Schedule is contingent upon the decision of the hiring manager and the successful candidate. Student internship positions are not eligible for insured medical benefits.
Accepting applications until September 4, 2019 at 4:00 PM
Compensation: $13.99 hourly, pay grade 104
Equal Employment Opportunity/Veterans Preference/Drug-Free Workplace/Tobacco Free Campuses
All applicants shall receive equal consideration and treatment in employment without regard to race, color, religion, ancestry, national origin, age, sex, marital status, familial status, or medical condition. All recruitment, hiring, placements, transfers and promotions will be on the basis of individual skills, knowledge and abilities, and the feasibility of any necessary job accommodation(s).
The District participates in E-Verify employment eligibility verification. We will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization.
The District will not sponsor applicants for work visas.
Experience
RequiredExperience with data collection, data entry, or database managementExperience using Microsoft Excel
Education
Required
General Education Diploma (GED) or better
High School or better
Licenses & Certifications
Required
Driver's License
Skills
Required
Statistical Analysis and Measurement
Problem Solving
Database Structures
Microsoft Office
Learning
Geospatial Data
Excel
Data Collection: Instruments/Equipment/Tech
Data Analysis
Decision Making and Critical Thinking
Behaviors
Required
Dedicated: Devoted to a task or purpose with loyalty or integrity
Enthusiastic: Shows intense and eager enjoyment and interest
Innovative: Consistently introduces new ideas and demonstrates original thinking
Team Player: Works well as a member of a group
Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well
Motivations
Required
Flexibility: Inspired to perform well when granted the ability to set your own schedule and goals
Goal Completion: Inspired to perform well by the completion of tasks
Preferred
Ability to Make an Impact: Inspired to perform well by the ability to contribute to the success of a project or the organization
Growth Opportunities: Inspired to perform well by the chance to take on more responsibility
Entrepreneurial Spirit: Inspired to perform well by an ability to drive new ventures within the business"
137,Research and Data Analyst,,Government of the District of Columbia,Government of the District of Columbia,"Washington, DC","The Office of the Deputy Mayor for Public Safety and Justice (DMPSJ) is seeking a civic-minded, analytic Research and Data Analyst to perform research analysis to connect relevant evidence, research and data regarding programs and interventions in the areas of public safety and justice. The Deputy Mayor has direct oversight over all executive-reporting public safety agencies in the District of Columbia, setting operational goals and implementing the legislative actions and policy decisions of the Mayor and DC Council.
The incumbent will focus on ways to bridge academic research to policy, operations, and budget. The position will also work on a wide range of questions within public safety, including prevention, policing, incarceration, reentry, and non-law enforcement approaches to public safety. The work requires thorough knowledge and skills sufficient to perform a wide range of assignments, including the evaluation and presentation of professional opinions affecting public safety policy issues, and the offering of feasible options and the consequences of their adoption.
Duties and Responsibilities
Performs research analysis and presents divergent professional opinions regarding public safety policies and practices in the District. Conducts research and statistical analysis of policy issues. Initiates, formulates, plans, executes, and coordinates sophisticated research and statistical analysis on public safety policy issues. Creatively, translates insights from the academic research into concrete recommendations for how to improve federal programs, policies and operations. Translates findings into project reports, and policy memos for academic, agency, and public audiences. Works closely with agency partners to structure and implement rigorous experimental trials capable of testing the relative efficiency and efficacy of proposed interventions.
Communicate regularly with agency partners and any outside collaborators in order to: ensure the rationale behind intervention ideas and trial design are clearly understood and meet agency goals; ensure that field experiments are implemented as planned; share updates on trial status; and discuss the implications of results. Performs data analyses and interpretation. Prepares written narrative, analytical reports, research work plans, literature reviews, and memos, summarizing research findings, data tables and graphs, PowerPoint presentations, and ODMPSJ’s annual report.
Qualifications and Education
Degree: behavioral or social science; or related disciplines appropriate to the position.
or
Combination of education and experience that provided the applicant with knowledge of one or more of the behavioral or social sciences equivalent to a major in the field.
or
Four years of appropriate experience that demonstrated that the applicant has acquired knowledge of one or more of the behavioral or social sciences equivalent to a major in the field.
This positon requires at least one (1) year of specialized experience equivalent to the grade 12 level in the District of Columbia government service, or an equivalent public or private sector. Specialized experience is experience which is directly related to the position and has equipped the individual with the knowledge, skills, and abilities to successfully perform duties of the position. Applicants who have the 1 year of appropriate specialized experience, as indicated in the table, are not required by this standard to have general experience, education above the high school level, or any additional specialized experience to meet the minimum qualification requirements.
Working Conditions/Environment
The work is performed in an office setting, where there is adequate light, heat and ventilation.
Other Significant Facts
Tour of Duty: Monday – Friday 8:15 a.m. – 4:45p.m.
Pay Plan, Series and Grade : CS – 0101-13
Promotion Potential: None
Duration of Appointment: Career Service Regular Appointment
Collective Bargaining Unit (Non-Union): This position is not in the collective Bargaining Unit.
EEO Statement: The District of Columbia Government is an Equal Opportunity Employer. All qualified candidates will receive consideration without regard to race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, family responsibilities, matriculation, physical handicap, or political affiliation."
138,Data Analyst,16 reviews,Datalot,Datalot,"Brooklyn, NY 11201","Datalot is building some of the most innovative online advertising technology for the insurance industry and working with an insane amount of real-time data. We are currently looking for a Data Analyst to join our Dumbo Brooklyn (NY) team to play a key part in empowering smart, data-driven decisions throughout the company with a focus on maximizing long term value. This role is interdisciplinary and sits at the intersection between tech, marketing, sales, accounting, and operations.

If you are excited to work for a fast-growing industry leader with career growth opportunities, join us!

What you will be working on

Manage, grow, and improve our portfolio of reports, dashboards, and ongoing data analysis
Ensure that all departments use the same source data and provide consistent data flow
Identify points of inefficiency in the collection and processing of data for both reporting and in our application
Work with our interface designers to build out useful dashboards and analytics tools for use by us and our clients

What we’re looking for

3+ years of professional experience in a data analyst or analytics-focused role
Expert fluency with SQL syntax (preferably MySQL) with the ability to write complex, optimized queries by hand
Proficiency in Excel
Passion for statistics and probability
Bonus points: experience with a document-oriented database such as Snowflake; Amazon S3 and Data Pipeline; and/or experience with data related to online advertising or financial services metrics
Personal Attributes: analytical thinker; strong organizational skills; great problem-solver; attention to detail; entrepreneurial mindset; ability to effectively multi-task in a deadline-driven atmosphere; ability to take ownership for your work and calculate risks when needed

Why Datalot

Generous paid time off - 15 days your first year (which bumps to 20 days after 3 years, and 25 days after 5 years) on top of paid holidays and sick days
We’ve got you covered - Datalot pays for 100% of your medical coverage for the Core Medical Plan for both you and your family; plus a range of other benefits -- dental, vision, and life insurance; short-term and long-term disability; commuter benefits; and 401k with company match
A great family-friendly work environment
Fun office culture and team activities
Weekly catered lunches, monthly breakfasts, and a well-stocked kitchen

About Us
Datalot is building some of the most innovative online advertising technology for the insurance industry. As it turns out, it's also fun, exciting and rewarding! We work with an insane amount of real-time data, and we see the performance and results of our platform almost immediately - all day, every day.

Founded in 2009, and funded by some of the most respected investors in technology development, our applications and services are relied upon by thousands of clients from small businesses to Fortune 100 companies. With a team of 100+ employees, we have offices in Brooklyn, NY (DUMBO); Denver, CO; and South Florida.

Datalot is an equal opportunity employer who values diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
139,Express Lane Data Analyst,823 reviews,$40.56 an hour,"Faneuil, Inc.","San Francisco, CA 94105","JOB DESCRIPTION
Position Summary/Objective
Under the general direction of the Express Lane Operations Manager, the Express Lane Data Analyst, is an analyst position primarily responsible for leading performance monitoring and evaluation of the Metropolitan Transportation Commission’s (MTC) Toll Collection System (TCS). The position works out of the Regional Operations Center (ROC), which is an operations center responsible for monitoring MTC’s Express Lane Network, including MTC’s Dynamic Pricing Algorithm, the Toll Collection System, and roadway incidents impacting Express Lanes. This position requires working closely with multiple agency and consultant staff from MTC, Caltrans’ District 4 Transportation Management Center (TMC), Toll System Integrator, TransCore, and MTC’s Toll Advisor, WSP.
Detailed Job Duties and Responsibilities
Monitor and validate the Toll System Integrator (TransCore) adherence to MTC Key Performance Indicators (KPIs)
Perform regular analyses of the Dynamic Pricing Algorithm, Traffic Conditions, Toll Collection System Performance, and Pricing Performance
Present analyses findings and make recommendations to MTC
Review and validate evidence packages from build deployments and other modifications to the system
Create and maintain a data lake to track and analyze Express Lane related data including but not limited to traffic, trips, revenue, tolls, dynamic pricing, alerts/alarms
Assist with system testing before and after the opening of new Express Lane corridors
Assist with scheduled testing such as Disaster Recovery Failover, Backhaul Maintenance, Cameleon, 511/3rd Party Data-share, Datalogging, and Annual System Performance Review
Perform scheduled and ad-hoc operational and system audits
Monitor, document, and report MTC’s TCS and roadway equipment issues
Monitor, document, and report roadway incidents impacting the Express Lane
Coordinate and communicate with multiple agency and consultant staff
Perform other duties as assigned
Preferred skill sets and traits:
Strong analytical and critical thinking;
Ability to investigate and report on system issues with little guidance
Commitment to outstanding client relations;
Excellent communication and interpersonal skills;
Extensive computing and Microsoft Office experience;
Strong organizational skills and ability to multitask;
Strong work ethic;
Interest in Bay Area transportation
Flexibility, and
Time Management
Minimum Requirements

Required Education and Experience
Must have high school diploma or equivalent; but a 4 year degree is strongly preferred;
Must have 1 year previous data analysis and reporting experience;
Must be proficient in the use of Microsoft Excel;
Must have ability to interact directly with client and partner agencies; and
Must be dependable, accurate, and detail-oriented.

Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
While performing the duties of this job, the employee is regularly required to see, talk and hear. The employee frequently is required to stand; walk; use hands to finger, handle or feel; reach with hands and arms; and sitting for extended periods of time.
No heavy lifting is expected. Exertion of up to 10 lbs. of force occasionally may be required.

Travel
No travel is expected for this position.

Position Type/Expected Hours of Work
This is a full-time exempt position. Operational Hours for the Regional Operations Center, located at 375 Beale St San Francisco, CA 94105, are Monday through Friday from 4:30 am to 8:30 pm. The typical hours of work for this position are from 9:00am to 6:00pm.

Pay and Benefits:
Salary - $81,120 annually
Eligible for 3% Annual Cost of Living Adjustments
Competitive Medical, Dental, Vision, and 401K offerings. Employer also provides up to $500/month in medical premium coverage, or a cash-in-lieu option."
